,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Cluster
8441,1,1,5,2,3,5,4,4,5,5,3,4,2,1,1,1,2,2,2,1,0
54970,4,5,2,2,4,1,1,3,2,4,1,4,4,3,5,1,2,4,5,2,2
32847,3,3,5,2,5,1,1,4,5,2,1,5,4,2,5,1,1,4,5,3,2
68773,5,4,1,1,5,1,5,5,2,2,3,1,4,1,4,1,5,4,4,5,2
43571,4,4,2,2,5,2,1,5,3,2,1,4,5,1,4,5,1,4,5,3,2
14401,5,5,2,1,5,2,4,5,3,5,1,5,5,1,5,1,1,2,5,4,2
38929,4,5,5,1,5,2,2,5,5,4,1,4,5,2,4,4,4,5,4,5,1
53592,5,5,2,3,2,3,1,2,3,1,3,4,5,1,4,1,2,4,5,4,2
32436,4,5,4,3,4,1,1,4,2,1,1,5,4,2,5,1,1,4,5,4,2
25222,2,1,3,2,1,3,4,2,2,4,2,4,4,4,2,4,3,2,5,5,0
45125,5,5,2,5,4,1,1,2,1,1,1,2,4,1,5,4,1,5,5,4,2
58670,5,3,3,2,4,1,1,4,4,2,4,5,1,1,5,1,1,4,5,5,2
29700,5,4,5,1,5,5,4,5,5,5,1,5,5,2,1,5,1,1,3,1,1
44690,4,5,3,4,4,2,1,4,5,3,1,5,5,2,5,1,3,4,5,3,2
24433,1,1,5,4,2,5,5,3,5,5,3,1,1,4,1,5,1,1,5,1,0
49871,1,1,5,4,1,2,2,2,5,5,3,4,2,2,3,1,5,4,5,1,0
63492,3,4,2,3,4,1,1,4,4,5,3,4,1,3,5,1,1,5,5,3,1
30999,4,2,1,2,5,1,1,4,5,3,1,4,1,2,1,1,5,5,5,1,1
12409,4,5,5,2,4,4,2,5,5,5,1,5,3,1,5,1,4,2,5,5,1
2968,2,3,4,1,4,3,2,4,3,5,1,2,5,3,1,1,1,4,4,1,1
23642,2,4,3,4,4,2,2,4,4,5,3,5,1,2,3,1,1,4,5,1,1
56765,1,1,2,3,3,5,5,2,5,1,1,4,1,3,4,3,1,2,5,1,0
43376,1,1,4,2,2,1,1,1,5,5,1,3,1,3,3,2,4,4,5,1,0
36594,5,5,4,1,2,2,2,4,2,1,3,5,4,3,5,2,1,5,4,1,2
23141,5,5,2,1,4,1,2,5,2,1,2,5,5,1,4,1,1,4,5,2,2
68175,4,5,2,1,2,3,2,1,4,5,2,4,3,1,4,2,3,5,5,3,1
69197,5,1,5,3,1,5,5,5,5,5,2,5,1,3,1,5,3,1,3,1,0
37897,1,2,5,4,2,5,4,4,5,4,2,1,1,3,2,4,1,4,4,1,0
9069,2,2,2,4,2,5,2,1,5,4,4,1,1,4,3,5,4,2,4,1,0
68243,1,4,5,3,3,4,5,5,5,4,2,3,2,2,2,4,4,2,2,1,0
64054,1,1,1,5,5,5,3,1,5,1,2,5,5,1,5,1,1,3,5,1,1
24163,1,4,5,2,2,2,4,3,5,4,4,1,1,5,3,5,3,1,5,1,0
18875,4,4,4,4,4,4,2,4,4,2,2,2,2,2,4,4,2,4,4,2,1
20540,4,5,5,4,5,2,3,2,3,4,1,2,4,2,3,2,1,4,5,3,1
43255,3,2,2,5,2,2,1,1,5,5,2,1,1,1,2,5,4,1,5,1,0
40055,5,5,2,1,5,2,1,1,2,3,1,5,4,1,5,1,1,5,5,3,2
61640,2,1,2,2,3,4,4,3,5,3,1,1,3,2,4,2,1,4,4,3,1
21899,5,5,1,1,5,1,1,5,1,5,2,5,5,3,5,4,1,5,5,5,2
36058,2,2,3,2,2,1,1,3,4,3,1,4,2,2,4,1,3,4,4,3,1
35585,4,1,2,2,2,2,1,1,3,4,1,4,1,3,1,1,2,4,4,3,1
4745,4,5,3,2,4,3,2,3,1,4,2,5,4,1,2,2,1,3,4,2,2
43268,5,5,1,1,4,1,1,5,1,1,1,5,5,1,5,1,2,5,5,4,2
114,4,4,4,4,4,4,2,4,5,3,3,4,3,3,4,4,2,2,2,1,1
19846,1,4,1,3,5,2,1,4,3,1,1,5,4,1,4,1,1,2,5,4,2
53021,3,2,1,3,2,4,2,3,4,4,1,4,4,1,3,2,1,4,5,4,1
5011,4,4,2,1,4,3,1,5,3,3,3,4,5,2,3,2,1,5,4,5,2
53055,5,5,1,3,4,1,1,4,3,2,1,4,2,1,5,1,1,4,5,1,2
38709,4,4,3,1,4,2,4,4,2,3,2,4,3,2,5,1,2,3,5,2,2
652,1,1,4,5,2,4,4,2,5,5,3,2,1,4,2,1,2,2,4,1,0
19777,4,4,1,1,4,1,1,2,2,2,1,5,5,1,3,1,1,5,5,5,2
14982,2,1,2,3,5,1,1,2,5,3,1,5,4,2,2,1,5,4,5,1,1
30265,5,5,3,3,2,1,2,4,3,2,2,5,1,1,4,1,3,3,5,3,2
60313,3,1,4,2,5,5,3,4,5,4,2,4,3,1,1,2,4,3,4,4,1
69435,4,4,2,4,4,4,2,4,5,2,2,5,1,1,4,1,3,4,5,4,1
40969,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,2,2
10132,5,5,2,2,5,1,2,5,4,2,2,5,5,1,5,1,5,5,4,5,2
58591,2,2,5,4,1,4,4,2,4,5,1,4,1,4,4,2,3,4,4,1,0
30579,4,5,1,3,2,1,2,1,4,3,1,4,1,1,4,1,1,4,5,1,1
12079,2,4,2,3,3,4,1,1,4,3,3,2,4,3,4,2,2,4,2,3,1
65228,5,3,5,2,5,2,2,3,4,4,3,4,5,1,5,2,2,4,5,1,1
40453,5,5,1,4,5,1,1,4,1,1,1,5,5,1,5,1,1,5,5,4,2
55071,5,5,1,3,4,1,1,5,3,1,1,5,5,3,5,5,1,5,5,1,2
30868,1,1,5,5,4,5,2,1,3,5,1,5,1,1,4,1,3,2,3,1,0
30716,2,5,5,5,2,4,5,1,5,4,1,5,2,4,4,3,3,3,5,1,0
57614,1,1,5,5,1,4,5,1,5,5,3,1,1,5,4,2,5,1,3,1,0
28493,5,4,3,5,5,2,2,5,5,5,1,5,4,3,4,4,1,4,5,2,1
24958,4,3,2,3,4,2,2,4,4,4,2,4,2,3,4,4,4,5,3,4,1
16266,2,2,4,1,4,4,2,1,5,3,1,4,2,1,5,3,4,1,5,1,1
20701,5,5,1,1,5,2,1,2,3,1,1,5,2,1,5,2,3,4,5,2,2
44209,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,3,1,5,2,0
63574,4,2,2,1,5,1,1,4,4,1,1,5,4,1,5,2,2,5,3,4,2
53119,5,5,3,1,4,2,2,4,3,1,2,3,4,1,5,1,2,4,5,2,2
23305,5,4,1,1,5,1,1,4,1,1,2,4,3,2,4,1,1,4,5,3,2
2189,1,1,5,3,1,5,5,5,5,5,2,1,1,3,5,3,5,1,1,1,0
25684,5,5,1,1,5,4,1,5,3,1,1,5,3,1,5,1,2,5,4,1,2
40164,4,1,2,2,4,1,1,4,1,4,2,4,2,2,1,5,4,2,5,1,1
59790,5,5,1,1,4,1,1,5,5,5,1,5,5,1,5,1,2,5,5,5,2
10925,4,5,2,1,5,1,1,2,3,1,1,5,5,1,5,1,1,5,5,4,2
71047,5,1,5,1,5,1,5,1,5,1,2,3,1,5,1,4,1,3,5,5,1
49330,1,1,1,1,1,1,1,1,5,3,1,5,5,1,1,1,1,2,5,4,1
31289,4,3,2,2,3,3,2,4,3,3,1,4,4,1,3,4,2,4,5,2,1
58080,5,2,4,2,4,2,2,4,4,4,2,5,4,1,4,2,1,4,5,1,1
18063,2,2,5,5,5,2,2,2,5,5,4,2,1,3,4,4,2,1,5,3,0
20692,5,4,2,1,5,3,2,4,2,2,1,5,4,2,5,2,1,5,5,1,2
56814,4,5,1,1,5,1,1,2,2,2,1,5,4,1,1,1,2,4,5,2,2
50007,5,2,1,1,5,1,1,5,2,1,1,4,4,1,5,1,1,5,5,4,2
56791,1,1,5,5,5,5,5,1,5,5,5,1,3,4,1,4,3,5,1,1,0
60868,5,5,5,1,5,1,1,3,2,2,1,5,4,2,4,1,1,5,5,1,2
39884,5,5,2,2,5,1,2,2,2,1,1,5,4,1,4,1,1,5,5,3,2
53699,4,4,3,4,5,3,2,3,5,4,2,4,4,5,4,4,3,4,4,2,1
48916,5,2,1,1,4,2,1,2,3,3,1,5,1,2,4,2,1,5,5,2,2
4469,5,5,1,1,4,1,1,5,3,1,1,1,4,1,5,1,1,5,5,4,2
51273,4,4,3,1,5,1,1,1,1,2,1,5,3,1,1,1,1,5,5,5,2
49876,1,1,2,2,1,4,4,1,4,5,1,2,1,2,3,2,2,1,2,1,0
45704,5,5,5,2,4,2,1,5,4,5,3,5,4,1,3,3,2,4,3,5,1
2212,4,4,3,2,5,3,1,4,3,4,1,2,1,2,4,1,1,4,2,2,1
35313,5,4,2,3,3,3,1,3,4,3,1,4,5,2,4,2,3,5,3,4,2
45552,2,3,1,3,4,1,2,3,2,2,2,4,3,1,5,1,1,5,4,4,2
61328,1,5,4,2,4,4,2,4,5,2,2,2,1,1,4,5,2,4,5,2,1
46105,1,4,5,1,4,4,2,2,5,5,2,4,2,2,2,2,2,2,4,2,1
35067,2,4,4,5,3,3,4,1,5,2,2,3,1,3,3,5,1,4,4,1,0
7481,4,4,4,3,1,2,4,4,3,4,2,5,2,4,2,2,3,3,5,3,1
24912,1,1,2,4,4,1,2,1,5,5,1,2,1,2,2,1,2,2,5,2,0
33992,1,1,5,5,1,5,5,4,5,5,5,1,1,5,1,5,1,1,3,1,0
42009,3,3,1,4,4,1,1,3,1,3,1,1,3,1,3,5,3,3,5,2,1
35387,4,1,2,3,2,5,5,1,5,5,1,4,1,2,3,5,2,1,5,1,0
41822,1,1,4,4,1,3,5,3,5,2,2,1,1,3,4,2,4,1,2,1,0
72668,2,3,4,5,2,3,1,1,5,4,3,1,2,3,3,5,3,2,4,3,0
70789,5,4,2,2,5,1,1,5,4,5,1,5,4,1,5,1,1,5,4,2,2
70016,3,3,1,3,1,4,1,3,4,5,1,4,5,1,2,1,2,4,5,4,1
1990,4,5,2,3,3,2,2,3,3,2,3,4,4,4,3,3,3,4,4,2,1
29183,4,5,2,2,3,2,2,4,4,2,1,3,4,3,4,1,2,3,4,2,2
65299,2,3,2,3,2,4,4,3,5,4,3,1,1,2,4,4,3,4,5,1,0
26137,3,5,1,1,3,1,1,5,1,1,1,4,2,1,4,1,4,4,5,3,2
72398,3,4,3,4,5,3,3,4,4,4,2,4,2,3,3,3,4,3,5,4,1
71543,4,5,5,5,4,3,3,1,5,5,1,5,5,5,1,3,1,1,5,3,1
18664,3,4,3,3,2,2,2,4,3,3,1,3,3,2,4,2,4,4,5,2,1
72114,2,2,2,4,2,2,1,2,4,2,1,2,1,2,2,4,2,4,4,2,0
56249,4,5,1,4,4,1,1,2,1,1,1,5,5,1,5,4,1,4,5,1,2
11540,5,5,1,1,5,1,1,5,2,1,1,5,5,2,5,1,1,4,4,5,2
7947,4,2,3,4,2,1,1,1,5,4,3,4,1,3,3,1,2,3,5,1,1
40387,5,3,4,2,4,3,2,5,5,1,1,3,4,1,5,4,2,5,5,3,2
41292,3,4,2,2,3,1,1,4,4,3,2,5,4,1,4,1,2,4,5,3,2
43866,5,4,1,1,5,1,1,5,2,2,1,5,4,2,5,1,2,4,5,5,2
45278,3,3,2,1,5,1,1,4,2,1,2,4,4,1,3,2,1,3,5,3,2
18120,4,4,5,2,4,2,2,3,5,5,3,3,1,1,4,4,2,2,4,1,1
65601,4,2,3,4,3,4,3,4,5,4,2,2,2,2,4,2,2,3,5,1,1
1090,5,3,1,1,4,1,1,1,2,2,2,5,5,1,4,1,3,2,5,2,2
2086,3,4,5,4,4,5,4,4,5,2,1,4,5,1,2,2,4,1,1,4,1
29687,4,5,1,4,2,1,1,4,1,1,1,3,2,2,5,4,3,5,5,1,2
51387,5,5,1,1,5,1,1,5,5,1,1,5,5,1,5,1,1,5,5,5,2
21267,2,2,4,4,2,4,3,1,5,5,3,2,1,4,3,4,1,3,4,2,0
29162,1,2,5,1,3,5,5,2,5,4,5,2,5,2,4,4,4,2,5,1,0
70882,1,1,5,5,4,5,5,4,5,5,2,4,5,4,4,5,2,3,3,4,0
40672,1,5,4,4,3,2,1,4,4,4,1,3,1,2,5,3,4,3,5,1,1
27097,5,5,2,1,5,1,1,5,1,1,1,4,5,1,5,1,2,1,5,5,2
52044,4,4,3,1,2,2,1,2,1,4,1,1,1,1,3,3,1,4,5,3,1
17052,2,4,4,2,2,1,1,5,4,2,3,4,2,3,3,1,2,4,4,2,1
41882,1,1,2,3,4,2,1,1,5,5,2,2,2,3,4,1,2,5,5,1,1
5070,4,4,4,1,4,3,1,5,3,2,1,4,4,2,3,1,2,4,5,3,2
41478,5,4,2,1,5,1,1,1,5,5,1,5,5,1,5,4,1,5,5,5,2
30188,4,4,2,2,4,1,1,4,3,1,2,5,4,2,4,2,1,4,4,2,2
19809,1,1,5,5,4,4,1,1,5,5,1,5,1,3,4,1,3,2,5,1,0
20481,5,5,1,1,4,1,1,5,4,1,1,5,5,1,5,1,1,4,5,3,2
19445,2,3,4,4,1,5,4,3,5,4,2,1,1,3,3,4,5,4,5,1,0
14579,5,4,5,1,5,2,3,1,5,4,1,5,2,1,1,1,1,4,5,2,1
48137,2,3,3,2,4,4,2,3,3,3,1,4,2,2,3,1,2,4,5,4,1
67822,5,5,3,1,3,3,1,5,3,2,1,5,5,1,5,1,5,5,5,1,2
43602,1,1,2,2,4,2,1,5,5,2,1,5,5,1,3,1,1,5,5,1,1
63875,1,5,2,4,3,2,1,1,3,4,1,2,1,3,5,4,2,4,5,1,1
454,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,2
70678,5,1,1,4,5,5,5,5,5,5,1,4,5,3,1,5,5,5,5,1,1
11088,4,2,3,2,2,3,1,2,5,3,1,4,1,1,4,1,2,4,3,1,1
15992,4,4,1,1,5,1,1,5,2,1,1,5,5,1,5,5,1,5,5,1,2
49051,5,4,1,1,5,2,1,5,3,1,1,5,4,1,4,1,1,5,5,4,2
68965,5,1,1,1,5,2,1,5,2,2,1,5,4,1,4,1,1,5,5,5,2
70498,5,1,1,5,5,1,1,1,5,5,2,5,1,1,4,1,1,1,5,5,1
20327,4,4,2,1,5,1,1,3,3,2,2,5,3,2,4,1,1,5,5,1,2
53111,4,3,2,3,1,3,4,2,5,3,3,3,2,3,4,4,1,2,3,1,0
55399,5,4,3,2,4,2,1,2,5,5,1,5,1,1,5,5,5,5,5,1,1
28119,1,3,3,2,4,2,2,2,3,5,1,2,4,2,2,4,5,4,2,2,1
69662,5,4,5,4,5,4,2,2,5,2,1,5,1,1,2,4,1,5,2,1,1
35825,1,1,5,5,3,5,5,3,5,5,5,1,2,3,1,5,1,1,3,1,0
49142,1,1,5,2,4,1,1,4,5,4,1,2,2,3,1,1,1,1,5,1,0
48972,5,3,2,3,5,4,1,3,3,2,1,5,4,2,3,1,1,4,5,2,2
15243,2,5,2,4,3,3,2,4,2,2,1,5,2,3,5,1,4,5,5,2,1
4475,3,4,5,1,5,4,2,2,4,4,4,1,3,3,4,4,2,3,5,1,1
50189,4,2,3,5,3,3,2,1,4,4,5,3,1,4,3,1,2,5,3,3,0
21023,5,1,1,4,2,1,1,1,5,5,1,1,1,4,1,4,5,5,5,1,0
58424,1,2,4,5,3,5,5,3,5,5,3,5,2,5,1,5,5,2,1,1,0
22509,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,2
22227,4,4,1,1,4,1,1,5,2,2,1,5,5,4,5,1,1,5,1,1,2
35650,2,2,1,2,3,2,1,1,4,5,1,1,2,1,2,4,4,2,5,3,0
50089,3,5,4,3,4,2,4,4,5,4,1,4,2,1,4,2,2,5,5,2,1
68954,2,2,4,4,3,5,2,3,5,2,2,2,1,3,3,4,2,2,5,4,0
2727,2,2,4,4,4,1,1,4,5,2,2,5,2,3,3,4,3,1,5,3,1
40591,5,3,2,1,5,2,3,5,2,1,1,4,5,1,5,4,2,5,1,5,2
25873,2,4,5,2,4,5,5,1,5,4,2,5,5,2,5,2,5,3,5,1,1
39821,5,3,2,1,5,2,1,4,1,2,1,5,4,1,2,1,1,4,5,3,2
52591,5,5,1,1,5,1,1,5,3,3,3,5,5,1,5,1,1,5,5,5,2
9194,5,5,2,2,5,1,5,4,1,1,1,3,4,1,5,3,5,5,5,1,2
45730,2,2,2,4,1,2,1,1,4,2,1,4,1,2,4,2,4,2,4,2,1
52022,5,2,1,3,5,1,5,5,3,1,1,5,3,1,3,5,5,3,1,4,2
29369,4,5,2,2,4,4,1,5,5,2,1,5,4,2,5,1,1,4,5,5,2
39511,2,2,4,2,2,2,2,4,5,4,2,2,1,3,2,2,2,4,4,1,0
59027,4,2,5,2,5,4,4,5,5,4,4,2,5,1,2,5,1,2,5,2,1
3335,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,2
53599,3,5,2,2,5,4,2,5,5,4,1,2,4,1,3,3,2,3,4,2,1
15147,5,1,1,4,4,2,2,4,4,5,1,5,1,2,3,4,2,4,5,1,1
20691,5,5,1,1,5,1,1,5,3,1,1,5,5,1,5,1,1,5,5,3,2
27497,5,5,1,2,5,1,1,5,1,1,1,5,5,2,5,1,1,5,3,5,2
12153,1,2,1,3,2,1,1,3,5,2,1,2,4,1,3,1,5,4,5,2,1
38396,1,1,3,5,1,4,4,1,5,4,3,1,1,5,4,5,1,2,5,1,0
4232,5,5,5,2,4,1,1,2,3,2,2,4,3,2,4,1,2,3,5,1,1
58170,2,1,2,4,1,4,2,1,5,3,2,5,1,2,1,3,3,5,1,1,0
48206,5,4,4,3,5,2,1,4,5,2,1,3,4,1,4,1,1,4,5,5,2
35255,1,1,2,2,1,5,4,4,5,4,1,1,1,1,2,5,1,3,5,1,0
33938,5,5,1,2,5,2,1,2,2,1,1,5,5,1,4,1,1,5,5,4,2
8854,4,4,2,1,5,2,1,5,2,2,1,5,4,2,4,2,2,4,1,1,2
35830,3,5,5,5,5,2,1,1,5,5,1,5,5,2,4,5,5,4,5,1,1
3394,1,2,1,2,2,2,1,2,5,2,3,2,3,3,1,2,1,1,5,2,0
5365,3,1,2,5,1,2,2,2,5,1,4,2,1,4,1,5,2,1,5,1,0
21549,5,5,3,3,3,1,1,5,5,1,1,5,1,1,5,5,3,5,5,3,2
64656,5,5,1,1,5,1,1,5,1,1,1,5,2,2,5,1,1,5,5,5,2
46481,4,2,4,1,4,2,3,2,5,4,1,5,1,1,2,5,3,4,4,1,1
14215,2,2,4,4,4,2,1,4,5,5,1,1,2,3,4,4,1,5,5,2,1
18048,4,3,4,4,2,2,2,3,5,5,2,4,2,2,3,2,4,3,3,4,1
49758,3,4,2,2,4,3,2,4,5,4,1,2,5,2,3,4,1,4,5,1,1
32045,4,4,1,4,4,3,2,1,1,4,2,2,5,2,4,5,3,4,5,5,1
63221,2,4,2,2,4,2,2,4,3,3,2,4,4,1,3,2,1,4,5,2,1
48556,1,2,2,4,4,5,4,4,5,5,2,3,3,1,5,2,3,5,5,3,1
50150,4,4,4,2,4,2,4,2,4,2,2,4,2,2,3,2,2,4,5,1,1
19123,2,1,2,3,2,5,2,2,5,5,3,1,1,3,1,4,2,2,1,2,0
36548,5,5,1,4,5,1,1,2,1,1,1,5,5,2,5,1,1,5,5,4,2
484,5,5,2,4,5,1,1,5,5,4,1,5,5,1,1,1,1,5,5,3,2
4070,5,3,1,3,5,2,1,3,3,5,1,5,5,1,5,1,1,5,3,3,2
52762,4,5,2,1,4,1,1,4,1,2,1,4,4,1,4,4,1,4,5,1,2
51468,5,4,5,2,3,2,3,4,3,3,2,5,3,1,2,1,1,4,5,3,1
32054,5,5,5,1,5,1,1,5,3,1,1,5,1,1,5,1,1,4,5,4,2
15743,3,4,3,2,4,5,1,5,5,4,1,5,5,2,4,2,4,4,5,2,1
7329,5,2,1,1,5,4,5,3,5,5,5,4,5,4,5,2,5,1,3,5,1
56462,5,5,5,3,4,2,1,5,1,1,1,5,5,1,5,1,2,5,5,4,2
21161,4,5,5,4,5,5,5,3,5,5,1,5,5,1,4,5,4,5,2,1,1
51868,2,2,2,4,3,2,2,5,5,4,1,4,1,2,4,1,3,4,5,1,1
45135,5,4,4,4,4,1,1,2,2,2,1,5,2,2,3,5,4,3,5,2,1
27834,1,1,3,1,2,1,1,5,5,3,1,5,2,5,5,1,2,4,5,1,1
27086,5,4,1,1,4,1,1,5,3,3,1,5,3,1,5,5,1,1,5,5,2
19649,5,4,3,2,2,2,3,4,4,4,1,4,4,1,2,2,1,4,4,4,1
5941,3,2,3,4,4,4,4,3,5,4,1,3,4,2,4,1,2,4,5,4,1
69914,5,1,1,1,4,1,1,2,5,1,4,5,3,1,4,1,5,4,5,5,2
127,1,2,2,5,3,4,4,1,4,5,5,5,1,5,1,4,3,3,5,2,0
62653,3,4,2,5,2,2,1,4,5,3,2,2,2,4,2,4,3,5,5,1,1
19626,2,1,3,2,2,5,4,2,5,5,3,4,1,3,2,2,1,1,5,1,0
43611,2,2,2,4,4,1,1,1,5,2,1,5,1,1,4,5,2,5,5,1,1
23969,5,5,1,1,1,3,1,4,1,3,1,5,1,1,4,1,3,5,5,5,2
36967,3,2,4,4,4,5,3,4,5,5,5,4,5,4,3,5,3,4,3,4,0
21508,5,2,2,2,5,2,4,4,2,4,1,5,4,1,2,1,5,5,5,1,1
14458,1,2,4,5,5,3,2,1,5,5,2,2,2,4,5,2,2,3,4,1,0
71053,3,3,5,3,4,4,3,3,5,3,4,3,4,3,3,3,4,3,3,3,1
50090,5,3,2,3,5,1,1,5,1,1,2,5,5,1,5,1,1,5,5,1,2
48571,4,4,3,2,4,4,1,1,5,2,2,4,1,2,5,4,2,4,5,1,1
1805,4,3,2,3,2,4,1,1,5,4,1,4,4,2,2,1,5,4,5,4,1
23352,3,5,5,4,3,2,2,4,4,2,2,5,5,5,5,2,5,4,5,1,1
61598,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,2
18729,1,4,2,2,3,5,5,4,5,3,3,1,4,2,3,4,1,2,3,2,0
17364,3,5,5,3,3,3,3,2,5,3,3,3,3,3,3,3,3,3,5,1,1
66243,4,4,4,3,5,4,1,2,4,4,1,2,1,1,3,2,1,5,5,4,1
7027,4,4,3,3,5,1,3,4,5,2,1,5,5,2,4,1,1,5,5,2,2
25415,1,1,5,3,4,3,1,5,5,1,1,4,4,4,4,2,2,1,2,2,1
42189,4,5,4,4,4,3,3,4,3,4,1,4,1,1,4,4,2,5,5,5,1
9075,2,2,3,4,2,3,3,4,5,4,1,1,2,2,2,5,3,2,4,3,0
15403,4,4,3,4,5,2,2,1,4,2,1,4,3,3,4,4,1,4,5,2,1
14192,5,3,1,1,5,1,1,1,5,5,1,5,4,3,4,1,1,5,5,1,1
36093,2,4,2,4,4,4,5,2,5,4,2,4,1,3,4,5,4,4,4,4,0
36401,5,5,1,2,4,1,1,2,1,1,1,5,4,2,4,1,3,5,3,3,2
22087,3,4,1,1,5,2,3,5,3,4,2,5,2,3,4,2,2,4,5,1,1
25473,5,4,4,3,5,2,1,2,4,5,1,2,4,4,5,1,1,2,5,1,1
22749,3,5,1,5,4,5,3,4,5,4,3,5,5,3,3,4,5,4,4,4,1
52646,3,2,3,2,4,5,5,4,5,4,3,3,1,3,3,5,3,5,2,1,0
16816,1,1,2,1,4,4,4,1,4,2,1,4,1,1,5,1,1,2,5,1,1
9354,5,5,4,1,4,4,1,5,3,4,2,4,1,1,5,2,3,3,4,1,1
36857,5,2,2,1,5,2,4,5,3,1,2,5,1,1,3,2,3,2,5,5,2
32165,4,4,1,2,5,1,1,4,2,2,2,4,2,1,5,1,1,5,5,3,2
831,4,1,3,4,2,2,2,2,4,2,1,1,2,2,3,4,4,2,5,1,0
67467,1,4,2,2,5,4,5,4,5,5,1,5,2,1,4,5,2,4,5,5,1
21581,5,4,1,2,5,1,5,4,1,2,1,5,5,1,3,5,1,5,5,4,2
67210,1,1,5,4,3,5,3,2,5,4,1,4,2,2,2,5,2,4,4,2,0
44645,4,2,3,4,2,2,3,4,4,4,2,4,2,3,4,1,2,1,5,1,1
35092,4,2,5,4,2,4,2,2,5,5,4,2,4,2,2,2,3,4,5,1,0
2359,4,4,3,3,4,4,4,4,4,2,4,5,3,1,5,2,1,5,4,4,1
24612,1,2,5,2,1,5,5,1,5,5,3,4,1,3,1,1,1,1,2,1,0
61071,2,2,4,1,4,1,1,1,3,5,2,5,4,1,5,1,2,4,2,1,1
5396,5,3,3,1,5,1,2,5,3,2,1,5,5,2,4,3,1,5,4,3,2
71815,5,5,1,1,5,1,1,5,1,2,1,5,5,1,5,1,1,5,5,4,2
30275,2,4,4,4,2,4,2,4,5,5,2,5,1,4,5,4,1,2,5,1,0
71964,1,1,5,5,2,5,2,1,5,5,3,4,1,3,1,2,1,4,5,1,0
